operator,origin_airport,destination_airport,airline,flight_number,aircraft_type,origin_time,origin_day_difference,destination_time,destination_day_difference,calendar,is_valid_from,is_valid_to,note_ja,date
,HND,FUK,SKY,013,,12:35,,14:30,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,HND,FUK,SKY,015,,13:45,,15:40,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,HND,FUK,SKY,017,,15:05,,17:00,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,HND,FUK,SKY,019,,16:05,,18:00,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,HND,FUK,SKY,021,,17:25,,19:20,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,HND,FUK,SKY,025,,18:40,,20:35,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,HND,FUK,SKY,027,,20:00,,21:55,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,FUK,HND,SKY,002,,07:00,,08:35,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,FUK,HND,SKY,004,,08:55,,10:30,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,FUK,HND,SKY,008,,10:15,,11:55,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,FUK,HND,SKY,010,,12:10,,13:50,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,FUK,HND,SKY,012,,13:50,,15:25,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,FUK,HND,SKY,014,,14:45,,16:25,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,FUK,HND,SKY,016,,15:10,,16:50,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,FUK,HND,SKY,018,,16:20,,17:55,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,FUK,HND,SKY,020,,17:40,,19:20,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,FUK,HND,SKY,022,,18:40,,20:20,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,FUK,HND,SKY,024,,20:00,,21:40,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,FUK,HND,SKY,026,,21:20,,22:55,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,HND,NGS,SKY,401,,07:20,,10:25,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,神戸経由便,2022-05-28
,HND,NGS,SKY,407,,13:00,,16:05,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,神戸経由便,2022-05-28
,HND,NGS,SKY,413,,17:55,,20:55,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,神戸経由便,2022-05-28
,NGS,HND,SKY,440,,07:40,,10:25,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,神戸経由便,2022-05-28
,NGS,HND,SKY,442,,11:15,,14:15,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,神戸経由便,2022-05-28
,NGS,HND,SKY,448,,17:25,,20:20,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,神戸経由便,2022-05-28
,HND,KOJ,SKY,301,,06:35,,08:25,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,HND,KOJ,SKY,303,,07:45,,09:35,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,HND,KOJ,SKY,307,,15:30,,17:20,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,HND,KOJ,SKY,309,,18:50,,20:50,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,KOJ,HND,SKY,300,,07:05,,08:50,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,KOJ,HND,SKY,302,,09:15,,11:00,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,KOJ,HND,SKY,304,,11:30,,13:15,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,KOJ,HND,SKY,308,,20:05,,21:55,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,HND,OKA,SKY,511,,06:30,,09:15,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,HND,OKA,SKY,513,,08:40,,11:25,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,HND,OKA,SKY,517,,12:50,,15:35,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,HND,OKA,SKY,519,,15:35,,18:20,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,HND,OKA,SKY,521,,17:05,,19:50,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,HND,OKA,SKY,523,,18:20,,20:55,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,OKA,HND,SKY,510,,07:15,,09:40,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,OKA,HND,SKY,512,,08:50,,11:20,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,OKA,HND,SKY,514,,10:25,,12:55,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,OKA,HND,SKY,518,,13:30,,15:50,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,OKA,HND,SKY,520,,16:55,,19:15,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,OKA,HND,SKY,522,,20:30,,22:55,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,HND,SHI,SKY,613,,11:05,,14:00,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,SHI,HND,SKY,618,,17:15,,19:50,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,IBR,CTS,SKY,791,,08:35,,10:00,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,IBR,CTS,SKY,795,,17:40,,19:00,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,CTS,IBR,SKY,790,,08:55,,10:20,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,CTS,IBR,SKY,794,,17:00,,18:25,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,IBR,UKB,SKY,183,,07:35,,08:50,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,IBR,UKB,SKY,185,,13:40,,14:55,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,IBR,UKB,SKY,187,,19:05,,20;15,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,UKB,IBR,SKY,182,,08:10,,09:20,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,UKB,IBR,SKY,184,,11:50,,13:00,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,UKB,IBR,SKY,186,,19:25,,20:30,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,IBR,FUK,SKY,831,,10:00,,11:55,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,FUK,IBR,SKY,836,,18:35,,20:10,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,IBR,OKA,SKY,531,,11:00,,13:55,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,OKA,IBR,SKY,532,,14:20,,17:00,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,NGO,CTS,SKY,761,,07:20,,09:00,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,NGO,CTS,SKY,765,,15:20,,17:05,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,NGO,CTS,SKY,767,,18:00,,19:40,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,CTS,NGO,SKY,762,,09:40,,11:30,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,CTS,NGO,SKY,766,,19:40,,21:25,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,CTS,NGO,SKY,768,,20:45,,22:30,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,NGO,KOJ,SKY,635,,08:00,,09:25,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,NGO,KOJ,SKY,637,,14:45,,16:10,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,KOJ,NGO,SKY,636,,13:25,,14:45,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,KOJ,NGO,SKY,638,,21:25,,22:45,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,NGO,OKA,SKY,549,,06:05,,08:15,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,NGO,OKA,SKY,551,,08:30,,10:50,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,NGO,OKA,SKY,553,,12:15,,14:35,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,OKA,NGO,SKY,552,,12:00,,14:10,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,OKA,NGO,SKY,554,,15:10,,17:20,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,OKA,NGO,SKY,558,,20:10,,22:10,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,UKB,CTS,SKY,171,,09:40,,11:00,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,UKB,CTS,SKY,173,,12:40,,14:35,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,UKB,CTS,SKY,175,,18:15,,20:05,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,CTS,UKB,SKY,174,,16:45,,18:40,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,CTS,UKB,SKY,176,,17:40,,19:40,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,CTS,UKB,SKY,178,,20:20,,22:15,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,UKB,SDJ,SKY,152,,07:50,,09:10,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,UKB,SDJ,SKY,156,,17:35,,18:55,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,SDJ,UKB,SKY,153,,09:50,,11:15,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,SDJ,UKB,SKY,157,,19:35,,21:00,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,UKB,NGS,SKY,141,,09:15,,10:25,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,UKB,NGS,SKY,145,,14:55,,16:05,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,UKB,NGS,SKY,147,,19:45,,20:55,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,NGS,UKB,SKY,140,,07:40,,08:45,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,NGS,UKB,SKY,142,,11:15,,12:20,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,NGS,UKB,SKY,148,,17:25,,18:30,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,UKB,KOJ,SKY,131,,07:25,,08:35,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,UKB,KOJ,SKY,137,,20:20,,21:30,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,KOJ,UKB,SKY,132,,09:05,,10:15,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,KOJ,UKB,SKY,138,,20:00,,21:10,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,UKB,OKA,SKY,591,,07:30,,09:30,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,UKB,OKA,SKY,593,,10:55,,13:10,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,UKB,OKA,SKY,595,,14:10,,16:15,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,UKB,OKA,SKY,597,,17:30,,19:35,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,UKB,OKA,SKY,599,,21:00,,23:00,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,4/28～5/8、7/1～8/30、9/16～9/25運航,2022-05-28
,OKA,UKB,SKY,590,,06:35,,08:30,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,4/29～5/9、7/2～8/31、9/17～9/26運航,2022-05-28
,OKA,UKB,SKY,592,,10:10,,12:05,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,OKA,UKB,SKY,594,,11:30,,13:30,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,OKA,UKB,SKY,596,,15:30,,17:30,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,OKA,UKB,SKY,598,,19:30,,21:30,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,UKB,SHI,SKY,163,,10:00,,12:20,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,SHI,UKB,SKY,164,,14:50,,17:00,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,CTS,FUK,SKY,772,,10:35,,13:10,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,FUK,CTS,SKY,773,,14:00,,16:20,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,FUK,OKA,SKY,503,,08:00,,09:40,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,FUK,OKA,SKY,505,,12:35,,14:30,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,FUK,OKA,SKY,509,,17:00,,18:45,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,OKA,FUK,SKY,504,,14:35,,16:20,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,OKA,FUK,SKY,506,,16:15,,18:00,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,OKA,FUK,SKY,508,,19:15,,21:00,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,OKA,SHI,SKY,541,,10:15,,11:05,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,OKA,SHI,SKY,547,,15:35,,16:25,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,SHI,OKA,SKY,542,,11:55,,12:50,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,SHI,OKA,SKY,546,,13:40,,14:35,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,KOJ,ASJ,SKY,381,,10:10,,11:10,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,KOJ,ASJ,SKY,387,,16:50,,17:50,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,ASJ,KOJ,SKY,382,,11:50,,12:45,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,ASJ,KOJ,SKY,388,,18:30,,19:25,,日月火水木金土,2022-03-27T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,NRT,KIX,JJP,GK201,,08:40,,10:10,,日月火水木金土,2022-05-26T00:00:00+09:00,2022-10-29T23:59:59+09:00,　　,2022-05-28
,NRT,KIX,JJP,GK203,,10:25,,11:55,,日月火水木金土,2022-05-26T00:00:00+09:00,2022-10-29T23:59:59+09:00,9/05以降運航,2022-05-28
,NRT,KIX,JJP,GK205,,12:25,,13:55,,日月火水木金土,2022-05-26T00:00:00+09:00,2022-10-29T23:59:59+09:00,9/04まで運航,2022-05-28
,NRT,KIX,JJP,GK207,,16:15,,17:55,,日月火水木金土,2022-05-26T00:00:00+09:00,2022-10-29T23:59:59+09:00,9/04まで運航　※8/02-04、 9/01は運休,2022-05-28
,NRT,KIX,JJP,GK209,,14:50,,16:25,,日月火水木金土,2022-05-26T00:00:00+09:00,2022-10-29T23:59:59+09:00,9/05以降運航,2022-05-28
,NRT,KIX,JJP,GK211,,19:00,,20:30,,日月火水木金土,2022-05-26T00:00:00+09:00,2022-10-29T23:59:59+09:00,月火日は20分早発早着,2022-05-28
,KIX,NRT,JJP,GK200,,08:15,,09:40,,日月火水木金土,2022-05-26T00:00:00+09:00,2022-10-29T23:59:59+09:00,9/05以降運航,2022-05-28
,KIX,NRT,JJP,GK202,,10:50,,12:15,,日月火水木金土,2022-05-26T00:00:00+09:00,2022-10-29T23:59:59+09:00,9/04まで運航,2022-05-28
,KIX,NRT,JJP,GK204,,14:20,,15:45,,日月火水木金土,2022-05-26T00:00:00+09:00,2022-10-29T23:59:59+09:00,8/13-8/22は10分遅発遅着,2022-05-28
,KIX,NRT,JJP,GK206,,12:40,,14:05,,日月火水木金土,2022-05-26T00:00:00+09:00,2022-10-29T23:59:59+09:00,9/05以降運航,2022-05-28
,KIX,NRT,JJP,GK208,,18:35,,20:00,,日月火水木金土,2022-05-26T00:00:00+09:00,2022-10-29T23:59:59+09:00,9/04まで運航　※8/02-04、 9/01は運休,2022-05-28
,KIX,NRT,JJP,GK212,,21:10,,22:35,,日月火水木金土,2022-05-26T00:00:00+09:00,2022-10-29T23:59:59+09:00,月火日は20分早発早着,2022-05-28
,NRT,CTS,JJP,GK101,,06:20,,08:00,,日月火水木金土,2022-05-26T00:00:00+09:00,2022-10-29T23:59:59+09:00,"7/01-02,  08-09, 15-17, 22-24, 29-31、8/01, 05-22, 26-29、9/02-04 運航",2022-05-28
,NRT,CTS,JJP,GK103,,07:00,,08:40,,日月火水木金土,2022-05-26T00:00:00+09:00,2022-10-29T23:59:59+09:00,"5/26, 30、6/01-02, 08-09, 14-15 及び9/06以降のの火水木運休",2022-05-28
,NRT,CTS,JJP,GK105,,08:20,,10:00,,日月火水木金土,2022-05-26T00:00:00+09:00,2022-10-29T23:59:59+09:00,※9/06以降の火水木は30分早発早着,2022-05-28
,NRT,CTS,JJP,GK107,,09:00,,10:40,,日月火水木金土,2022-05-26T00:00:00+09:00,2022-10-29T23:59:59+09:00,9/06以降の火水木運航,2022-05-28
,NRT,CTS,JJP,GK109,,10:55,,12:45,,日月火水木金土,2022-05-26T00:00:00+09:00,2022-10-29T23:59:59+09:00,6/01以降運航　※9/06以降の火水木は運休,2022-05-28
,NRT,CTS,JJP,GK115,,11:50,,13:35,,日月火水木金土,2022-05-26T00:00:00+09:00,2022-10-29T23:59:59+09:00,7月の月金土日、8/06-22 の毎日運航,2022-05-28
,NRT,CTS,JJP,GK111,,12:55,,14:40,,日月火水木金土,2022-05-26T00:00:00+09:00,2022-10-29T23:59:59+09:00,　　　　　,2022-05-28
,NRT,CTS,JJP,GK113,,14:25,,16:20,,日月火水木金土,2022-05-26T00:00:00+09:00,2022-10-29T23:59:59+09:00,　　,2022-05-28
,NRT,CTS,JJP,GK117,,16:55,,18:40,,日月火水木金土,2022-05-26T00:00:00+09:00,2022-10-29T23:59:59+09:00,5/28-6/26の土日、7/05-28の火水木、8/01-12の月～金、8/23-31の月～金運休,2022-05-28
,NRT,CTS,JJP,GK119,,18:00,,19:55,,日月火水木金土,2022-05-26T00:00:00+09:00,2022-10-29T23:59:59+09:00,5-6月の火水木運休,2022-05-28
,CTS,NRT,JJP,GK100,,08:35,,10:10,,日月火水木金土,2022-05-26T00:00:00+09:00,2022-10-29T23:59:59+09:00,"7/01-02,  08-09, 15-17, 22-24, 29-31、8/01, 05-22, 26-29、9/02-04 運航",2022-05-28
,CTS,NRT,JJP,GK102,,09:15,,10:50,,日月火水木金土,2022-05-26T00:00:00+09:00,2022-10-29T23:59:59+09:00,"5/26,  30、6/01-02, 08-09, 14-15 及び9/06以降のの火水木運休",2022-05-28
,CTS,NRT,JJP,GK106,,10:05,,11:40,,日月火水木金土,2022-05-26T00:00:00+09:00,2022-10-29T23:59:59+09:00,9/06以降の火水木運航,2022-05-28
,CTS,NRT,JJP,GK104,,10:35,,12:10,,日月火水木金土,2022-05-26T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,CTS,NRT,JJP,GK108,,13:25,,15:00,,日月火水木金土,2022-05-26T00:00:00+09:00,2022-10-29T23:59:59+09:00,6/01以降運航　※9/06以降の火水木は運休,2022-05-28
,CTS,NRT,JJP,GK116,,14:10,,15:45,,日月火水木金土,2022-05-26T00:00:00+09:00,2022-10-29T23:59:59+09:00,7月の月金土日、8/06-22 の毎日運航,2022-05-28
,CTS,NRT,JJP,GK110,,15:30,,17:05,,日月火水木金土,2022-05-26T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,CTS,NRT,JJP,GK112,,16:55,,18:35,,日月火水木金土,2022-05-26T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,CTS,NRT,JJP,GK118,,19:25,,21:00,,日月火水木金土,2022-05-26T00:00:00+09:00,2022-10-29T23:59:59+09:00,5/28-6/26の土日、7/05-28の火水木、8/01-12の月～金、8/23-31の月～金運休,2022-05-28
,CTS,NRT,JJP,GK120,,20:45,,22:20,,日月火水木金土,2022-05-26T00:00:00+09:00,2022-10-29T23:59:59+09:00,5-6月の火水木運休　5-6月は10分早発早着,2022-05-28
,NRT,FUK,JJP,GK501,,06:30,,08:35,,日月火水木金土,2022-05-26T00:00:00+09:00,2022-10-29T23:59:59+09:00,7月の月曜、8/06-22の月～土運航,2022-05-28
,NRT,FUK,JJP,GK503,,07:10,,09:15,,日月火水木金土,2022-05-26T00:00:00+09:00,2022-10-29T23:59:59+09:00,5-6月の火水木運休,2022-05-28
,NRT,FUK,JJP,GK505,,08:50,,10:55,,日月火水木金土,2022-05-26T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,NRT,FUK,JJP,GK507,,10:30,,12:45,,日月火水木金土,2022-05-26T00:00:00+09:00,2022-10-29T23:59:59+09:00,"5/26-31, 8/01, 8/05-22,  8/26-29, 9/02-04 運航",2022-05-28
,NRT,FUK,JJP,GK509,,12:15,,14:25,,日月火水木金土,2022-05-26T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,NRT,FUK,JJP,GK513,,15:25,,17:40,,日月火水木金土,2022-05-26T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,NRT,FUK,JJP,GK517,,16:30,,18:40,,日月火水木金土,2022-05-26T00:00:00+09:00,2022-10-29T23:59:59+09:00,"8/01-12, 8/23-9/04 運休",2022-05-28
,NRT,FUK,JJP,GK519,,17:30,,19:40,,日月火水木金土,2022-05-26T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,NRT,FUK,JJP,GK529,,19:20,,21:25,,日月火水木金土,2022-05-26T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,FUK,NRT,JJP,GK528,,07:55,,09:45,,日月火水木金土,2022-05-26T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,FUK,NRT,JJP,GK500,,09:15,,11:05,,日月火水木金土,2022-05-26T00:00:00+09:00,2022-10-29T23:59:59+09:00,7月の月曜、8/06-22の月～土運航,2022-05-28
,FUK,NRT,JJP,GK502,,10:05,,11:55,,日月火水木金土,2022-05-26T00:00:00+09:00,2022-10-29T23:59:59+09:00,5-6月の火水木運休,2022-05-28
,FUK,NRT,JJP,GK504,,11:35,,13:25,,日月火水木金土,2022-05-26T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
,FUK,NRT,JJP,GK506,,13:40,,15:30,,日月火水木金土,2022-05-26T00:00:00+09:00,2022-10-29T23:59:59+09:00,"5/26-31, 8/01, 8/05-22,  8/26-29, 9/02-04 運航",2022-05-28
,FUK,NRT,JJP,GK508,,15:10,,17:00,,日月火水木金土,2022-05-26T00:00:00+09:00,2022-10-29T23:59:59+09:00,,2022-05-28
