"operator","origin_airport","destination_airport","airline","flight_number","aircraft_type","origin_time","origin_day_difference","destination_time","destination_day_difference","calendar","is_valid_from","is_valid_to","note_ja","date"
"ANA","AKJ","HND","ADO","HD082/NH4782","763","09:15",,"11:00",,"日　火　木金土","2022-08-01T00:00:00+09:00","2022-09-30T23:59:59+09:00",,"2022-08-22T12:00:00+09:00"
"ANA","AKJ","HND","ADO","HD082/NH4782","763/73D","09:15",,"11:00",,"　月　水　　　","2022-08-01T00:00:00+09:00","2022-09-30T23:59:59+09:00",,"2022-08-22T12:00:00+09:00"
"JAL","AKJ","HND","JAL","JL552","767","10:05",,"11:55",,"日月火水木金土","2022-09-01T00:00:00+09:00","2022-10-29T23:59:59+09:00","10/1-29・5分早発(到着は同時刻)","2022-08-04T13:00:00+09:00"
"JAL","AKJ","HND","JAL","JL552","767","10:05",,"11:55",,"日月火水木金土","2022-06-01T00:00:00+09:00","2022-06-30T23:59:59+09:00",,"2022-08-04T13:00:00+09:00"
"JAL","AKJ","HND","JAL","JL552","767","10:10",,"11:55",,"日月火水木金土","2022-07-01T00:00:00+09:00","2022-08-31T23:59:59+09:00",,"2022-08-04T13:00:00+09:00"
"ANA","AKJ","HND","ADO","HD084/NH4784","763","13:25",,"15:10",,"日月火水木金土","2022-08-01T00:00:00+09:00","2022-09-30T23:59:59+09:00",,"2022-08-22T12:00:00+09:00"
"JAL","AKJ","HND","JAL","JL554","767","13:35",,"15:25",,"日月火水木金土","2022-06-01T00:00:00+09:00","2022-06-30T23:59:59+09:00",,"2022-08-04T13:00:00+09:00"
"JAL","AKJ","HND","JAL","JL554","767","13:35",,"15:25",,"日月火水木金土","2022-09-01T00:00:00+09:00","2022-10-29T23:59:59+09:00",,"2022-08-04T13:00:00+09:00"
"JAL","AKJ","HND","JAL","JL554","767","13:40",,"15:25",,"日月火水木金土","2022-07-01T00:00:00+09:00","2022-08-31T23:59:59+09:00",,"2022-08-04T13:00:00+09:00"
"JAL","AKJ","HND","JAL","JL556","767","16:25",,"18:10",,"日月火水木金土","2022-07-01T00:00:00+09:00","2022-08-31T23:59:59+09:00",,"2022-08-04T13:00:00+09:00"
"JAL","AKJ","HND","JAL","JL556","767","16:25",,"18:15",,"日月火水木金土","2022-06-01T00:00:00+09:00","2022-06-30T23:59:59+09:00",,"2022-08-04T13:00:00+09:00"
"JAL","AKJ","HND","JAL","JL556","767","16:35",,"18:25",,"日月火水木金土","2022-09-01T00:00:00+09:00","2022-10-29T23:59:59+09:00",,"2022-08-04T13:00:00+09:00"
"ANA","AKJ","HND","ADO","HD088/NH4788","763/73D","19:30",,"21:15",,"　　　水　　　","2022-08-01T00:00:00+09:00","2022-09-30T23:59:59+09:00",,"2022-08-22T12:00:00+09:00"
"ANA","AKJ","HND","ADO","HD088/NH4788","763","19:30",,"21:15",,"日月火　木金土","2022-08-01T00:00:00+09:00","2022-09-30T23:59:59+09:00",,"2022-08-22T12:00:00+09:00"
"JAL","AKJ","HND","JAL","JL558","767","20:15",,"22:00",,"日月火水木金土","2022-09-01T00:00:00+09:00","2022-10-29T23:59:59+09:00","10/1-29・5分早発(到着は同時刻)","2022-08-04T13:00:00+09:00"
"JAL","AKJ","HND","JAL","JL558","767","20:15",,"22:00",,"日月火水木金土","2022-06-01T00:00:00+09:00","2022-08-31T23:59:59+09:00",,"2022-08-04T13:00:00+09:00"
"JAL","AKJ","ITM","JAL","JL2112","738","09:45",,"11:45",,"日月火水木金土","2022-08-01T00:00:00+09:00","2022-08-31T23:59:59+09:00",,"2022-08-04T13:00:00+09:00"
"ANA","AKJ","NGO","ANA","NH326","73H","11:20",,"13:20",,"日月火水木金土","2022-09-01T00:00:00+09:00","2022-09-30T23:59:59+09:00",,"2022-08-22T12:00:00+09:00"
"ANA","AKJ","NGO","ANA","NH326","73H","11:25",,"13:20",,"日月火水木金土","2022-08-01T00:00:00+09:00","2022-08-31T23:59:59+09:00",,"2022-08-22T12:00:00+09:00"
"ANA","AOJ","CTS","ANA","NH1897","Q4A","12:05",,"12:55",,"日月火水木金土","2022-08-01T00:00:00+09:00","2022-09-30T23:59:59+09:00",,"2022-08-22T12:00:00+09:00"
"JAL","AOJ","CTS","JAL","JL2804","E70","12:15",,"13:05",,"日月火水木金土","2022-06-01T00:00:00+09:00","2022-10-29T23:59:59+09:00",,"2022-08-04T13:00:00+09:00"
"JAL","AOJ","CTS","JAL","JL2806","E70","14:20",,"15:10",,"日月火水木金土","2022-06-01T00:00:00+09:00","2022-10-29T23:59:59+09:00",,"2022-08-04T13:00:00+09:00"
"ANA","AOJ","CTS","ANA","NH1899","Q4A","16:10",,"17:00",,"日月火水木金土","2022-08-01T00:00:00+09:00","2022-09-30T23:59:59+09:00",,"2022-08-22T12:00:00+09:00"
"JAL","AOJ","CTS","JAL","JL2810","E70","20:30",,"21:15",,"日月火水木金土","2022-07-01T00:00:00+09:00","2022-08-31T23:59:59+09:00","8/1-31・10分遅発","2022-08-04T13:00:00+09:00"
"JAL","AOJ","CTS","JAL","JL2810","E70","20:30",,"21:15",,"日月火水木金土","2022-06-01T00:00:00+09:00","2022-06-30T23:59:59+09:00",,"2022-08-04T13:00:00+09:00"
"JAL","AOJ","CTS","JAL","JL2810","E70","20:35",,"21:20",,"日月火水木金土","2022-09-01T00:00:00+09:00","2022-10-29T23:59:59+09:00",,"2022-08-04T13:00:00+09:00"
"JAL","AOJ","HND","JAL","JL140","738","07:35",,"08:55",,"日月火水木金土","2022-09-01T00:00:00+09:00","2022-10-29T23:59:59+09:00",,"2022-08-04T13:00:00+09:00"
"JAL","AOJ","HND","JAL","JL140","738","07:35",,"08:55",,"日月火水木金土","2022-06-01T00:00:00+09:00","2022-06-30T23:59:59+09:00",,"2022-08-04T13:00:00+09:00"
"JAL","AOJ","HND","JAL","JL140","738","07:40",,"08:55",,"日月火水木金土","2022-07-01T00:00:00+09:00","2022-08-31T23:59:59+09:00",,"2022-08-04T13:00:00+09:00"
"JAL","AOJ","HND","JAL","JL142",,"09:50",,"11:10",,"日月火水木金土","2022-06-01T00:00:00+09:00","2022-10-29T23:59:59+09:00",,"2022-08-04T13:00:00+09:00"
"JAL","AOJ","HND","JAL","JL144","738","11:55",,"13:15",,"日月火水木金土","2022-09-01T00:00:00+09:00","2022-10-29T23:59:59+09:00",,"2022-08-04T13:00:00+09:00"
"JAL","AOJ","HND","JAL","JL144","738","12:05",,"13:25",,"日月火水木金土","2022-07-01T00:00:00+09:00","2022-08-31T23:59:59+09:00","8/1-31・10分早発","2022-08-04T13:00:00+09:00"
"JAL","AOJ","HND","JAL","JL144","738","12:05",,"13:25",,"日月火水木金土","2022-06-01T00:00:00+09:00","2022-06-30T23:59:59+09:00",,"2022-08-04T13:00:00+09:00"
"JAL","AOJ","HND","JAL","JL146","738","15:10",,"16:30",,"日月火水木金土","2022-07-01T00:00:00+09:00","2022-08-31T23:59:59+09:00",,"2022-08-04T13:00:00+09:00"
"JAL","AOJ","HND","JAL","JL146","738","15:10",,"16:30",,"日月火水木金土","2022-09-01T00:00:00+09:00","2022-10-29T23:59:59+09:00","10/1-29・10分遅発","2022-08-04T13:00:00+09:00"
"JAL","AOJ","HND","JAL","JL146","738","15:15",,"16:30",,"日月火水木金土","2022-06-01T00:00:00+09:00","2022-06-30T23:59:59+09:00",,"2022-08-04T13:00:00+09:00"
"JAL","AOJ","HND","JAL","JL148","738","17:30",,"18:50",,"日月火水木金土","2022-06-01T00:00:00+09:00","2022-10-29T23:59:59+09:00",,"2022-08-04T13:00:00+09:00"
"JAL","AOJ","HND","JAL","JL150","738","20:20",,"21:40",,"日月火水木金土","2022-09-01T00:00:00+09:00","2022-10-29T23:59:59+09:00",,"2022-08-04T13:00:00+09:00"
"JAL","AOJ","HND","JAL","JL150",,"20:25",,"21:45",,"日月火水木金土","2022-06-01T00:00:00+09:00","2022-08-31T23:59:59+09:00",,"2022-08-04T13:00:00+09:00"
"ANA","AOJ","ITM","ANA","NH1852","Q4A","08:05",,"10:00",,"日月火水木金土","2022-08-01T00:00:00+09:00","2022-09-30T23:59:59+09:00",,"2022-08-22T12:00:00+09:00"
"JAL","AOJ","ITM","JAL","JL2152","E90","09:55",,"11:25",,"日月火水木金土","2022-07-01T00:00:00+09:00","2022-08-31T23:59:59+09:00","8/1-31・10分遅発","2022-08-04T13:00:00+09:00"
"JAL","AOJ","ITM","JAL","JL2152","E90","09:55",,"11:30",,"日月火水木金土","2022-06-01T00:00:00+09:00","2022-06-30T23:59:59+09:00",,"2022-08-04T13:00:00+09:00"
"JAL","AOJ","ITM","JAL","JL2152","E90","10:05",,"11:40",,"日月火水木金土","2022-09-01T00:00:00+09:00","2022-10-29T23:59:59+09:00","10/1-29・5分早発(到着は同時刻)","2022-08-04T13:00:00+09:00"
"ANA","AOJ","ITM","ANA","NH1854","Q4A","12:55",,"14:50",,"日月火水木金土","2022-08-01T00:00:00+09:00","2022-09-30T23:59:59+09:00",,"2022-08-22T12:00:00+09:00"
"JAL","AOJ","ITM","JAL","JL2154","E90","13:35",,"15:05",,"日月火水木金土","2022-07-01T00:00:00+09:00","2022-08-31T23:59:59+09:00","8/1-31・10分遅発","2022-08-04T13:00:00+09:00"
"JAL","AOJ","ITM","JAL","JL2154","E90","13:35",,"15:10",,"日月火水木金土","2022-09-01T00:00:00+09:00","2022-10-29T23:59:59+09:00","10/1-29・5分遅発10分遅着","2022-08-04T13:00:00+09:00"
"JAL","AOJ","ITM","JAL","JL2154","E90","13:40",,"15:15",,"日月火水木金土","2022-06-01T00:00:00+09:00","2022-06-30T23:59:59+09:00",,"2022-08-04T13:00:00+09:00"
"JAL","AOJ","ITM","JAL","JL3962","E70","17:10",,"18:45",,"日月火水木金土","2022-08-01T00:00:00+09:00","2022-08-08T23:59:59+09:00",,"2022-08-04T13:00:00+09:00"
"ANA","AOJ","ITM","ANA","NH1856","Q4A","17:25",,"19:20",,"日月火水木金土","2022-08-01T00:00:00+09:00","2022-09-30T23:59:59+09:00",,"2022-08-22T12:00:00+09:00"
"JAL","AOJ","ITM","JAL","JL2158","E90","18:05",,"19:45",,"日月火水木金土","2022-06-01T00:00:00+09:00","2022-06-30T23:59:59+09:00",,"2022-08-04T13:00:00+09:00"
"JAL","AOJ","ITM","JAL","JL2158","E90","18:10",,"19:45",,"日月火水木金土","2022-09-01T00:00:00+09:00","2022-10-29T23:59:59+09:00","10/1-29・5分早発(到着は同時刻)","2022-08-04T13:00:00+09:00"
"JAL","AOJ","ITM","JAL","JL2158","E90","18:10",,"19:45",,"日月火水木金土","2022-07-01T00:00:00+09:00","2022-08-31T23:59:59+09:00",,"2022-08-04T13:00:00+09:00"
"JAL","AOJ","NKM","JAL","JL4462","EMJ","09:25",,"10:50",,"日月火水木金土","2022-06-01T00:00:00+09:00","2022-10-29T23:59:59+09:00","FDA機材及び乗員にて運航","2022-08-04T13:00:00+09:00"
"JAL","AOJ","NKM","JAL","JL4464","EMJ","14:05",,"15:30",,"日月火水木金土","2022-06-01T00:00:00+09:00","2022-10-29T23:59:59+09:00","FDA機材及び乗員にて運航","2022-08-04T13:00:00+09:00"
"JAL","AOJ","NKM","JAL","JL4466","EMJ","15:55",,"17:20",,"日月火水木金土","2022-08-01T00:00:00+09:00","2022-08-28T23:59:59+09:00","8/1-28・FDA機材及び乗員にて運航","2022-08-04T13:00:00+09:00"
"JAL","AOJ","NKM","JAL","JL4468","EMJ","19:20",,"20:45",,"日月火水木金土","2022-06-01T00:00:00+09:00","2022-10-29T23:59:59+09:00","FDA機材及び乗員にて運航","2022-08-04T13:00:00+09:00"
"JAL","AOJ","UKB","JAL","JL2632","EMJ","10:50",,"12:35",,"日月火水木金土","2022-08-01T00:00:00+09:00","2022-08-28T23:59:59+09:00","8/1-28・FDA機材及び乗員にて運航","2022-08-04T13:00:00+09:00"
"JAL","AOJ","UKB","JAL","JL2634","EMJ","13:15",,"15:00",,"日月火水木金土","2022-06-01T00:00:00+09:00","2022-10-29T23:59:59+09:00","FDA機材及び乗員にて運航","2022-08-04T13:00:00+09:00"
"JAL","ASJ","FUK","JAL","JL3684","E70","18:40",,"20:00",,"日月火水木金土","2022-06-01T00:00:00+09:00","2022-10-29T23:59:59+09:00",,"2022-08-04T13:00:00+09:00"
"JAL","ASJ","HND","JAL","JL658","738","15:20",,"17:35",,"日月火水木金土","2022-07-01T00:00:00+09:00","2022-08-31T23:59:59+09:00",,"2022-08-04T13:00:00+09:00"
"JAL","ASJ","HND","JAL","JL658","738","15:30",,"17:35",,"日月火水木金土","2022-06-01T00:00:00+09:00","2022-06-30T23:59:59+09:00",,"2022-08-04T13:00:00+09:00"
"JAL","ASJ","HND","JAL","JL658","738","15:30",,"17:35",,"日月火水木金土","2022-09-01T00:00:00+09:00","2022-10-29T23:59:59+09:00","10/1-29・5分遅発(到着は同時刻)","2022-08-04T13:00:00+09:00"
"JAL","ASJ","ITM","JAL","JL2464","738","12:05",,"13:35",,"日月火水木金土","2022-09-01T00:00:00+09:00","2022-10-29T23:59:59+09:00",,"2022-08-04T13:00:00+09:00"
"JAL","ASJ","ITM","JAL","JL2464","738","12:05",,"13:35",,"日月火水木金土","2022-06-01T00:00:00+09:00","2022-06-30T23:59:59+09:00",,"2022-08-04T13:00:00+09:00"
"JAL","ASJ","ITM","JAL","JL2464","738","12:05",,"13:45",,"日月火水木金土","2022-07-01T00:00:00+09:00","2022-08-31T23:59:59+09:00",,"2022-08-04T13:00:00+09:00"
"JAL","ASJ","ITM","JAL","JL2468","738","18:05",,"19:45",,"日月火水木金土","2022-08-01T00:00:00+09:00","2022-08-31T23:59:59+09:00",,"2022-08-04T13:00:00+09:00"
"JAL","ASJ","KKX","JAL","JL3831","ATR","09:20",,"09:40",,"日月火水木金土","2022-06-01T00:00:00+09:00","2022-10-29T23:59:59+09:00",,"2022-08-04T13:00:00+09:00"
"JAL","ASJ","KKX","JAL","JL3837","ATR","15:50",,"16:10",,"日月火水木金土","2022-06-01T00:00:00+09:00","2022-10-29T23:59:59+09:00",,"2022-08-04T13:00:00+09:00"
"JAL","ASJ","KOJ","JAL","JL3722","E70","08:50",,"09:40",,"日月火水木金土","2022-06-01T00:00:00+09:00","2022-10-29T23:59:59+09:00",,"2022-08-04T13:00:00+09:00"
"JAL","ASJ","KOJ","JAL","JL3724","ATR","10:30",,"11:35",,"日月火水木金土","2022-06-01T00:00:00+09:00","2022-10-29T23:59:59+09:00",,"2022-08-04T13:00:00+09:00"
"JAL","ASJ","KOJ","JAL","JL3726","E70","11:45",,"12:35",,"日月火水木金土","2022-06-01T00:00:00+09:00","2022-10-29T23:59:59+09:00",,"2022-08-04T13:00:00+09:00"
"JAL","ASJ","KOJ","JAL","JL3728","E70","13:15",,"14:05",,"日月火水木金土","2022-06-01T00:00:00+09:00","2022-10-29T23:59:59+09:00",,"2022-08-04T13:00:00+09:00"
"JAL","ASJ","KOJ","JAL","JL3730","E70","14:40",,"15:30",,"日月火水木金土","2022-06-01T00:00:00+09:00","2022-10-29T23:59:59+09:00",,"2022-08-04T13:00:00+09:00"
"JAL","ASJ","KOJ","JAL","JL3464","ATR","16:20",,"17:25",,"日月火水木金土","2022-09-01T00:00:00+09:00","2022-10-29T23:59:59+09:00","9/15-17・19・21-23・25・29・30・10/2・6-8・10・13・14・16・20・21・23・27・28・運航","2022-08-04T13:00:00+09:00"
"JAL","ASJ","KOJ","JAL","JL3464","ATR","16:20",,"17:25",,"日　　　木金　","2022-06-16T00:00:00+09:00","2022-06-30T23:59:59+09:00",,"2022-08-04T13:00:00+09:00"
"JAL","ASJ","KOJ","JAL","JL3464","ATR","16:20",,"17:25",,"日月火水木金土","2022-07-01T00:00:00+09:00","2022-08-31T23:59:59+09:00","7/2・4-6・9・11-13・17・8/31・運休","2022-08-04T13:00:00+09:00"
"JAL","ASJ","KOJ","JAL","JL3734","ATR","17:40",,"18:45",,"日月火水木金土","2022-06-01T00:00:00+09:00","2022-10-29T23:59:59+09:00",,"2022-08-04T13:00:00+09:00"
"JAL","ASJ","KOJ","JAL","JL3738","AT7","19:00",,"20:05",,"日月火水木金土","2022-06-01T00:00:00+09:00","2022-10-29T23:59:59+09:00",,"2022-08-04T13:00:00+09:00"
"JAL","ASJ","RNJ","JAL","JL3861","ATR","11:10",,"11:50",,"日月火水木金土","2022-07-01T00:00:00+09:00","2022-10-29T23:59:59+09:00",,"2022-08-04T13:00:00+09:00"
"JAL","ASJ","RNJ","JAL","JL3861","ATR","11:10",,"11:55",,"日月火水木金土","2022-06-01T00:00:00+09:00","2022-06-30T23:59:59+09:00",,"2022-08-04T13:00:00+09:00"
"JAL","ASJ","TKN","JAL","JL3841","ATR","10:50",,"11:20",,"日月火水木金土","2022-06-01T00:00:00+09:00","2022-10-29T23:59:59+09:00",,"2022-08-04T13:00:00+09:00"
"JAL","ASJ","TKN","JAL","JL3843","ATR","17:55",,"18:30",,"日月火水木金土","2022-06-01T00:00:00+09:00","2022-10-29T23:59:59+09:00",,"2022-08-04T13:00:00+09:00"
"JAL","AXJ","FUK","JAL","JL3890","AT4","07:40",,"08:20",,"日月火水木金土","2022-09-01T00:00:00+09:00","2022-10-29T23:59:59+09:00","9/15・運休;9/1-14・16-10/29・AMX機材及び乗員にて運航","2022-08-04T13:00:00+09:00"
"JAL","AXJ","FUK","JAL","JL3890","AT4","07:40",,"08:20",,"日月火水木金土","2022-07-01T00:00:00+09:00","2022-08-31T23:59:59+09:00","7/13・運休;7/1-12・14-8/31・AMX機材及び乗員にて運航","2022-08-04T13:00:00+09:00"
"JAL","AXJ","FUK","JAL","JL3890","AT4","07:40",,"08:20",,"日月火水木金土","2022-06-01T00:00:00+09:00","2022-06-30T23:59:59+09:00","AMX機材及び乗員にて運航","2022-08-04T13:00:00+09:00"
"JAL","AXJ","FUK","JAL","JL3894","AT4","15:45",,"16:25",,"日月火水木金土","2022-09-01T00:00:00+09:00","2022-10-29T23:59:59+09:00","9/16・運休;9/1-15・17-10/29・AMX機材及び乗員にて運航","2022-08-04T13:00:00+09:00"
"JAL","AXJ","FUK","JAL","JL3894","AT4","15:45",,"16:25",,"日月火水木金土","2022-06-01T00:00:00+09:00","2022-08-31T23:59:59+09:00","AMX機材及び乗員にて運航","2022-08-04T13:00:00+09:00"
"JAL","AXJ","FUK","JAL","JL3898","AT4","18:00",,"18:40",,"日月火水木金土","2022-06-01T00:00:00+09:00","2022-08-31T23:59:59+09:00","AMX機材及び乗員にて運航","2022-08-04T13:00:00+09:00"
"JAL","AXJ","FUK","JAL","JL3898","AT4","18:00",,"18:40",,"日月火水木金土","2022-09-01T00:00:00+09:00","2022-10-29T23:59:59+09:00","9/16・運休;9/1-15・17-10/29・AMX機材及び乗員にて運航","2022-08-04T13:00:00+09:00"
"JAL","AXJ","KMJ","JAL","JL3872","AT4","09:55",,"10:15",,"日月火水木金土","2022-07-01T00:00:00+09:00","2022-08-31T23:59:59+09:00","7/12・13・運休;7/1-11・14-8/31・AMX機材及び乗員にて運航","2022-08-04T13:00:00+09:00"
"JAL","AXJ","KMJ","JAL","JL3872","AT4","09:55",,"10:15",,"日月火水木金土","2022-06-01T00:00:00+09:00","2022-06-30T23:59:59+09:00","6/29・運休;6/1-28・30・AMX機材及び乗員にて運航","2022-08-04T13:00:00+09:00"
"JAL","AXJ","KMJ","JAL","JL3872","AT4","09:55",,"10:15",,"日月火水木金土","2022-09-01T00:00:00+09:00","2022-10-29T23:59:59+09:00","9/15・運休;9/1-14・16-10/29・AMX機材及び乗員にて運航","2022-08-04T13:00:00+09:00"
"ANA","AXT","CTS","ANA","NH1831","Q4A","09:55",,"11:00",,"日月火水木金土","2022-08-01T00:00:00+09:00","2022-09-30T23:59:59+09:00",,"2022-08-22T12:00:00+09:00"
"JAL","AXT","CTS","JAL","JL2822","E70","11:30",,"12:30",,"日月火水木金土","2022-06-01T00:00:00+09:00","2022-10-29T23:59:59+09:00",,"2022-08-04T13:00:00+09:00"
"ANA","AXT","CTS","ANA","NH1833","Q4A","15:05",,"16:10",,"日月火水木金土","2022-08-01T00:00:00+09:00","2022-09-30T23:59:59+09:00",,"2022-08-22T12:00:00+09:00"
"JAL","AXT","CTS","JAL","JL2828","E70","20:15",,"21:10",,"日月火水木金土","2022-06-01T00:00:00+09:00","2022-10-29T23:59:59+09:00",,"2022-08-04T13:00:00+09:00"
"ANA","AXT","HND","ANA","NH402/TG6073","32P/321","07:30",,"08:35",,"　　　　　金　","2022-08-01T00:00:00+09:00","2022-09-30T23:59:59+09:00",,"2022-08-22T12:00:00+09:00"
"ANA","AXT","HND","ANA","NH402/TG6073","321","07:30",,"08:35",,"日月火水木　土","2022-08-01T00:00:00+09:00","2022-09-30T23:59:59+09:00",,"2022-08-22T12:00:00+09:00"
"JAL","AXT","HND","JAL","JL162","738","08:45",,"09:55",,"日月火水木金土","2022-06-01T00:00:00+09:00","2022-10-29T23:59:59+09:00",,"2022-08-04T13:00:00+09:00"
"ANA","AXT","HND","ANA","NH404/LH4881","738/32P/321","09:30",,"10:40",,"　　　水　　　","2022-08-01T00:00:00+09:00","2022-09-30T23:59:59+09:00",,"2022-08-22T12:00:00+09:00"
"ANA","AXT","HND","ANA","NH404/LH4881","32P/321","09:30",,"10:40",,"日月火　　　　","2022-08-01T00:00:00+09:00","2022-09-30T23:59:59+09:00",,"2022-08-22T12:00:00+09:00"
"ANA","AXT","HND","ANA","NH404/LH4881","738/321","09:30",,"10:40",,"　　　　　金土","2022-08-01T00:00:00+09:00","2022-09-30T23:59:59+09:00",,"2022-08-22T12:00:00+09:00"
"ANA","AXT","HND","ANA","NH404/LH4881","321","09:30",,"10:40",,"　　　　木　　","2022-08-01T00:00:00+09:00","2022-09-30T23:59:59+09:00",,"2022-08-22T12:00:00+09:00"
"ANA","AXT","HND","ANA","NH406/LH4901","321","11:30",,"12:40",,"　　火　木　土","2022-08-01T00:00:00+09:00","2022-09-30T23:59:59+09:00",,"2022-08-22T12:00:00+09:00"
"ANA","AXT","HND","ANA","NH406/LH4901/VN3388","321","11:30",,"12:40",,"日月　水　金　","2022-08-01T00:00:00+09:00","2022-09-30T23:59:59+09:00",,"2022-08-22T12:00:00+09:00"
"JAL","AXT","HND","JAL","JL164","738","12:25",,"13:35",,"日月火水木金土","2022-07-01T00:00:00+09:00","2022-08-31T23:59:59+09:00","7/1-14・5分遅発","2022-08-04T13:00:00+09:00"
"JAL","AXT","HND","JAL","JL164","738","12:25",,"13:35",,"日月火水木金土","2022-06-01T00:00:00+09:00","2022-06-30T23:59:59+09:00",,"2022-08-04T13:00:00+09:00"
"JAL","AXT","HND","JAL","JL164","738","12:25",,"13:35",,"日月火水木金土","2022-09-01T00:00:00+09:00","2022-10-29T23:59:59+09:00",,"2022-08-04T13:00:00+09:00"
"ANA","AXT","HND","ANA","NH408","321","16:05",,"17:15",,"日月火水木金土","2022-08-01T00:00:00+09:00","2022-09-30T23:59:59+09:00",,"2022-08-22T12:00:00+09:00"
"JAL","AXT","HND","JAL","JL166","738","16:45",,"18:00",,"日月火水木金土","2022-09-01T00:00:00+09:00","2022-10-29T23:59:59+09:00",,"2022-08-04T13:00:00+09:00"
"JAL","AXT","HND","JAL","JL166","738","16:45",,"18:00",,"日月火水木金土","2022-06-01T00:00:00+09:00","2022-06-30T23:59:59+09:00",,"2022-08-04T13:00:00+09:00"
"JAL","AXT","HND","JAL","JL166","738","16:50",,"18:00",,"日月火水木金土","2022-07-01T00:00:00+09:00","2022-08-31T23:59:59+09:00",,"2022-08-04T13:00:00+09:00"
"ANA","AXT","HND","ANA","NH410/VN3388","321","20:05",,"21:15",,"　　火　木　土","2022-08-01T00:00:00+09:00","2022-09-30T23:59:59+09:00",,"2022-08-22T12:00:00+09:00"
"ANA","AXT","HND","ANA","NH410","321","20:05",,"21:15",,"日月　水　金　","2022-08-01T00:00:00+09:00","2022-09-30T23:59:59+09:00",,"2022-08-22T12:00:00+09:00"
"JAL","AXT","HND","JAL","JL168","738","20:40",,"21:50",,"日月火水木金土","2022-07-01T00:00:00+09:00","2022-10-29T23:59:59+09:00",,"2022-08-04T13:00:00+09:00"
"JAL","AXT","HND","JAL","JL168","738","20:45",,"21:55",,"日月火水木金土","2022-06-01T00:00:00+09:00","2022-06-30T23:59:59+09:00",,"2022-08-04T13:00:00+09:00"
"ANA","AXT","ITM","ANA","NH1652","Q4A","08:00",,"09:35",,"日月火水木金土","2022-08-01T00:00:00+09:00","2022-09-30T23:59:59+09:00",,"2022-08-22T12:00:00+09:00"
"JAL","AXT","ITM","JAL","JL2172","E70","09:35",,"11:00",,"日月火水木金土","2022-09-01T00:00:00+09:00","2022-10-29T23:59:59+09:00","10/1-29・5分遅発・E90J運航","2022-08-04T13:00:00+09:00"
"JAL","AXT","ITM","JAL","JL2172","E90","09:40",,"11:05",,"日月火水木金土","2022-07-01T00:00:00+09:00","2022-08-31T23:59:59+09:00","7/1-14・5分早発・E70運航","2022-08-04T13:00:00+09:00"
"JAL","AXT","ITM","JAL","JL2172","E90","09:40",,"11:05",,"日月火水木金土","2022-06-01T00:00:00+09:00","2022-06-30T23:59:59+09:00",,"2022-08-04T13:00:00+09:00"
"ANA","AXT","ITM","ANA","NH1654","Q4A/738","12:50",,"14:25",,"日月火水木金土","2022-08-01T00:00:00+09:00","2022-09-30T23:59:59+09:00",,"2022-08-22T12:00:00+09:00"
"JAL","AXT","ITM","JAL","JL2174","E70","15:20",,"16:45",,"日月火水木金土","2022-06-01T00:00:00+09:00","2022-10-29T23:59:59+09:00",,"2022-08-04T13:00:00+09:00"
"ANA","AXT","ITM","ANA","NH1656","Q4A","18:15",,"19:55",,"日月火水木金土","2022-08-01T00:00:00+09:00","2022-09-30T23:59:59+09:00",,"2022-08-22T12:00:00+09:00"
"JAL","AXT","ITM","JAL","JL2176",,"18:45",,"20:15",,"日月火水木金土","2022-06-01T00:00:00+09:00","2022-10-29T23:59:59+09:00",,"2022-08-04T13:00:00+09:00"
"ANA","AXT","NGO","ANA","NH1838","Q4A","11:50",,"13:15",,"日月火水木金土","2022-08-01T00:00:00+09:00","2022-09-30T23:59:59+09:00",,"2022-08-22T12:00:00+09:00"
"ANA","AXT","NGO","ANA","NH1840","Q4A","17:35",,"19:00",,"日月火水木金土","2022-08-01T00:00:00+09:00","2022-09-30T23:59:59+09:00",,"2022-08-22T12:00:00+09:00"
"ANA","BKK","HND","ANA","NH850/AC6272/ET1403/TG6107","789","21:35","0","05:50","1","　　　　　金　","2022-08-01T00:00:00+09:00","2022-09-24T23:59:59+09:00",,"2022-08-22T12:00:00+09:00"
"ANA","BKK","HND","ANA","NH850/AC6272/ET1403/TG6107","789","21:35","0","05:50","1","日月火水木　土","2022-08-01T00:00:00+09:00","2022-09-30T23:59:59+09:00",,"2022-08-22T12:00:00+09:00"
"ANA","BKK","HND","ANA","NH848/AC6232/TG6113/UA7990","788","10:05","0","18:30","0","　　火　　金土","2022-08-01T00:00:00+09:00","2022-09-30T23:59:59+09:00",,"2022-08-22T12:00:00+09:00"
"ANA","BKK","HND","ANA","NH848/AC6232/TG6113/UA7990","788","10:05","0","18:30","0","日月　水木　　","2022-09-18T00:00:00+09:00","2022-09-30T23:59:59+09:00",,"2022-08-22T12:00:00+09:00"
"ANA","BKK","HND","ANA","NH848","788","10:05","0","18:30","0","日月　水木　　","2022-08-01T00:00:00+09:00","2022-09-17T23:59:59+09:00",,"2022-08-22T12:00:00+09:00"
"ANA","BKK","NRT","ANA","NH808/AC6236/ET1412/TG6006/UA7964","788","00:20","0","08:40","0","　　　　木　　","2022-09-01T00:00:00+09:00","2022-09-03T23:59:59+09:00",,"2022-08-22T12:00:00+09:00"
